padyam_id	meter	meter_class	satakam	split	text	gold_valid	violated	violated_raw	edit.pos	edit.old	edit.new	edit.direction	edit.line	edit.akshara	edit.word	edit.attested	violation.paada	violation.gana	violation.akshara	violation.observed	violation.aksharas	id	edit	violation
pdy-seesamu-0061	seesamu	upajaathi	""	train	ఉక్కునఁ బసిఁడికన్‌ రక్కసుఁ డొకఁడు ప- ల్దిక్కు లోరిచి బొల్లిపక్కి మావు\nనెక్కు రౌ తెక్కడఁ జిక్కెడు నంచు నీ- యిక్కువ లరయంగఁ గిక్కురించి\nనక్కితి విలక్రిందఁ జొక్కపుఁ బంది వై- కొక్కరింపుచు నాతఁ డక్కడికినీ\nమొక్కరింపఁగఁ జొరఁ బొక్కతే కట వాని- డొక్కగఱుక్కునఁ జెక్కిపట్టి	false	["seq"]	["seq"]	197	ి	ీ	lengthen	2	24	డక్కడికినీ	false	5	3	70	||U	["డి","కి","నీ"]	pdy-v-00015		
pdy-seesamu-0066	seesamu	upajaathi	""	train	ధర్మవిఘాత మిద్ధర నీ వొనర్చిన- మూఁడులోకంబులు మ్రోసె నపుడె\nజనకునికూఁతు నిచ్చను బెండ్లి యాడంగ- నరనాథకోటులు నవ్వి రపుడె\nపుణ్యజనంబులఁ బోరి బాధింపంగ- సుర లద్భుతము నొంది చూచి రపుడె\nసంతతాశ్రిత విభీషణు రాజుఁ జేయంగ- నల రవీంద్రులు సాక్షి నిలిచి రపుడె	true	[]	[]														pdy-v-00016		
pdy-seesamu-0070	seesamu	upajaathi	""	test	కులగురుద్వేషి నొజ్జలుగ పెన్కొని కాచి- నిష్ఠురమంత్రము ల్నేర్చినావు\nపూర్వదేవతలు కాపుర మున్నపురియందు- వంచించి యగ్గిఁ బెట్టించినావు\nతాతలతరమునఁ ద్రవ్వించినపయోధీ- పేరుగాఁ గొంత పూడ్పించినావు\nమోస మౌ టెఱుఁగక మోహించి వచ్చిన- యెలనాగముక్కుఁ గోయించినావు	false	["seq"]	["seq"]	154	ి	ీ	lengthen	2	13	ద్రవ్వించినపయోధీ	false	4	3	60	||UU	["న","ప","యో","ధీ"]	pdy-v-00017		
pdy-seesamu-0073	seesamu	upajaathi	""	dev	నీపేరు వినుటకే యోపక చెవిఁ గంట- గట్టుకున్నాతనిఁ గావ నేమి?\nకలన నీతోఁ గత్తిఁ గట్టుక పోరాడు- వాని సోదరుని బ్రోవఁగ బ నేమి?\nబాధింపఁ దగు మహాపాత కుండటుచేరి నీవాఁడ నంటె మన్నింప నేమి?\nమాయవేసముల నీ మర్మ మారయుచున్న- విమత ధూతల బట్టి విడువ నేమి?	true	[]	[]														pdy-v-00018		
pdy-seesamu-0090	seesamu	upajaathi	""	train	సకల వర్ణంబులు సంకరంబులు జేసి- యఖిల ధర్మములు శూన్యములు సేసి\nభూతలంబును బాపభూయిష్ఠముగఁ సేసి-పరగఁ బ్రపంచంబు భ్రష్టు సేసి\nకలి విజృంభించిన కడపటనా నీవు- తురగవాహనుఁడ వై దోర్విరాజి\nఖడ్గచంచద్ధారఁ గలుషాత్ముల వధించి- శిష్టసంరక్షణ సేయు టెల్ల	true	[]	[]														pdy-v-00019		
pdy-seesamu-0098	seesamu	upajaathi	""	train	కైలాస మేరు సంకాశ నాగాశన- స్కంధంబుపై రథోత్సవము గల్గఁ\nజందనమందార సంతానకల్పక- వనముల మృగయోత్సవమ్ము గల్గ\nరంగత్పయఃపయోరాశి వీచికలపై- వర్ణింప డోలోత్సవంబు గల్గ\nబహుఫణారత్న శుంభద్భుజంగమ భోగ- వసతిఁ బర్యంకోత్సవంబు గల్గ	true	[]	[]														pdy-v-00020		
pdy-seesamu-0103	seesamu	upajaathi	""	train	పూర్వకవీంద్రులు పుణ్యఫలం బేమి- సాక్షాత్కరించి యస్మత్పరంబు\nగా గద్యపద్యముల్‌ గల్పించు మనిన వే- వర మొసంగితి వండ్రు వాంఛఁ జేసి\nనేర్చి నట్లూగఁ గూర్చి నేఁటి కవిత్వంబు- నీకంకితముఁ జేసి నెనరు దోఁపఁ\nజేదోయి యొగ్గిన శ్రీపాదరజ మింత- నామీఁదఁ బాఱ నీ వేమి సామి	false	["seq"]	["corr","seq"]	134	ు	ూ	lengthen	2	3	నట్లూగఁ	false	4	2	53	|U||	["ర్చి","నే","టి","క"]	pdy-v-00021		
pdy-seesamu-0104	seesamu	upajaathi	""	train	కావ్యదోషము లెఱుంగని మత్కవిత్వంబు- విద్వన్నుతంబుఁ గావించినావు\nబహిరంత రింద్రియ పరిశుద్ధి లేని నా- తలఁపులోపల వచ్చి నిలచినావు\nపుణ్యకర్మ మొకింత పూని సేయని నన్నూఁ- బెద్దలచేత మెప్పించినావు\nపురుషప్రయత్నంబు గురు తెఱుంగని నన్ను- భుక్తి గల్గఁగ జేసి ప్రోచినావు	false	["seq"]	["seq"]	154	ు	ూ	lengthen	2	13	నన్నూఁ	false	4	3	61	||UU	["య","ని","న","న్నూ"]	pdy-v-00022		
pdy-saardulamu-0004	saardulamu	vruttamu	""	test	వింతల్‍గాఁ గడు మీకు సత్కృతూలు గావింతున్ దుషారాద్రిజా-\nకాంతాక్రాంతజటాంతరాళవిలుఠద్గంగాతరంగచ్ఛటో-\nత్క్రాంతాత్యంత ఝళంఝళన్నినద రంగద్ధాటి మీఱంగ సా-\nమంతా! సంతతశాంతిమంత! జయరామా! భక్తమందారమా!	false	["seq"]	["seq"]	26	ు	ూ	lengthen	0	9	సత్కృతూలు	false	0	3	9	U|U	["తూ","లు","గా"]	pdy-v-00023		
pdy-saardulamu-0006	saardulamu	vruttamu	""	train	నిక్కంబారయఁ దావకాంఘ్రివిలసన్నీరేరుహద్వంద్వమే\nదిక్కెల్లప్పుడు మాకటంచు మదినెంతే వేడ్క భావించెద\nన్ జిక్కుల్ పన్నక నమ్మికిచ్చి సరగం జేపట్టి రక్షింపు స-\nమ్యక్కారుణ్యకటాక్షవీక్ష నను రామా! భక్తమందారమా!	true	[]	[]														pdy-v-00024		
pdy-mattebhamu-0023	mattebhamu	vruttamu	""	train	అరిషడ్వర్గముఁ బాఱఁద్రోలి సకలవ్యామోహముల్ వీడి సు-\nస్థిరయోగాంతరదృష్టి మీ చరణముల్ సేవించు పుణ్యాత్మకు\nల్ వరవైకుంఠపురాంతరాళమున భాస్వల్లీలలన్ ముక్తి తా-\nమరసాక్షీరతికేలిఁ జొక్కుదురు రామా! భక్తమందారమా!	true	[]	[]														pdy-v-00025		
pdy-mattebhamu-0026	mattebhamu	vruttamu	""	train	మొదలంజేసిన పుణ్యపాపములు సన్మోదాతిఖేదంబులై\nయదన న్వచ్చి భుజింపఁ బాలుపడు నాహా! యెవ్వరి న్వేఁడిన\nన్వదలంజాల వవెన్నీచందములఁ దా వారింపఁ జింతించిన\nన్ మదనారాతికినైనఁ దథ్యమిది రామా! భక్తమందారమా!	false	["seq"]	["seq"]	109	ి	ీ	lengthen	2	7	వవెన్నీచందములఁ	false	2	2	46	UUU	["వె","న్నీ","చం"]	pdy-v-00026		
pdy-mattebhamu-0030	mattebhamu	vruttamu	""	train	నిను భక్తిన్ భజియించినన్ గురువుల న్నిత్యంబు సేవించిన\nన్ ధనవంతుండయి గర్వదూరుఁడగుచున్ ధర్మంబు గావించిన\nన్ జనతామోదకపద్ధతి న్మెలఁగినన్ జారుండు గాకుండిన\nన్ మనుజుం డారయ దేవుఁ డిమ్మహిని రామా! భక్తమందారమా!	true	[]	[]														pdy-v-00027		
pdy-mattebhamu-0033	mattebhamu	vruttamu	""	train	వృషలీభర్తయు దేవలుండు నటుఁడున్ వేదాభిశస్తుండూ మా-\nహిషికుం డగ్నిద కుండగోళకులునున్ హింసాపరస్వాంతుడు\nన్ విషదుండుం గొఱగాఁడు పంక్తి కెపుడుర్విన్ భక్తసంఘాతక-\nల్మషమత్తద్విరదౌఘ పంచముఖరామా! భక్తమందారమా!	false	["seq"]	["seq"]	43	ు	ూ	lengthen	0	18	వేదాభిశస్తుండూ	false	0	6	18	UU	["డూ","మా"]	pdy-v-00028		
pdy-saardulamu-0019	saardulamu	vruttamu	""	train	దీనత్వంబునఁ గూడులేక చేడి యెంతే భైక్ష్యముల్ గొంచు ల-\nజ్జానామంబులు లేకయుంబు బలురాజన్యుండు చేపట్టి దా\nనానావస్తువులిచ్చి వైభవమిడన్ న్యాయజ్ఞుఁడై వాఁడిల\nన్ మానం జాలునె తొంటినీచగతి రామా! భక్తమందారమా!	false	["seq"]	["seq"]	21	ె	ే	lengthen	0	9	చేడి	false	0	3	9	U|U	["చే","డి","యెం"]	pdy-v-00029		
pdy-saardulamu-0021	saardulamu	vruttamu	""	train	పద్యంబేల పిసిండి? కీప్సితము దీర్పన్ లేని జేజేకు నై-\nవేద్యంబేల? పదార్థచోరూనకు నుర్విన్ వేదవేదాంతస-\nద్విద్యాభ్యాసకబుద్ధియేల? మది భావింపంగ నెల్లప్పుడు\nన్ మద్యం బానెడువానికేల సుధ? రామా! భక్తమందారమా!	false	["seq"]	["seq"]	72	ు	ూ	lengthen	1	8	పదార్థచోరూనకు	false	1	2	25	|UU	["ర్థ","చో","రూ"]	pdy-v-00030		
pdy-mattebhamu-0041	mattebhamu	vruttamu	""	train	కుజనున్ ధర్మతనూజుఁడంచు నతిమూర్ఖున్ భోజరాజంచు ఘో-\nరజరాభారకురూపకారిని రమారామాకుమారుండటం-\nచు జడత్వంబున వేఁడి కాకవులు కాసుం గానరెన్నంగ సా-\nమజరాజోగ్రవిపద్దశాపహర! రామా! భక్తమందారమా!	true	[]	[]														pdy-v-00031		
pdy-mattebhamu-0045	mattebhamu	vruttamu	""	test	సరసుం డాతఁడు పెద్ద యాతఁడు మహాసౌందర్యవంతుం డతం\nడరిహృద్భీకరశౌర్యధుర్యుఁ డతఁ డుద్యద్దానకర్ణుం డతం\nడురుగోత్రోద్భవుఁ డాత డెవ్వడిల నుద్యోగార్థసంపన్నుఁడౌ\nమరుదీశోపలనీలమూర్తి ధర! రామా! భక్తమందారమా!	true	[]	[]														pdy-v-00032		
pdy-mattebhamu-0057	mattebhamu	vruttamu	""	train	అతికష్టం బొనరించి భూమిజనుఁ డత్యాసక్తి విత్తంబు వి-\nస్తృతభంగిం గడియింపఁగా నెఱిఁగి ధాత్రీకాంతు లుద్దండప-\nద్ధతి వానిం గొనిపోయి కొట్టి మిగులం దండించి యా సొమ్ము స-\nమ్మతిఁ గైకొండ్రు మఱెంత నిర్దయూలొ రామా! భక్తమందారమా!	false	["seq"]	["seq"]	188	ు	ూ	lengthen	3	10	నిర్దయూలొ	false	3	3	69	|U|	["ర్ద","యూ","లొ"]	pdy-v-00033		
pdy-mattebhamu-0072	mattebhamu	vruttamu	""	train	జయ! నారాయణ! భక్తవత్సల! హరే! శౌరే! జగన్నాయకా\nజయ! సీతాహృదయేశ! శేషశయనా! శశ్వద్దయాసాగరా!\nజయ! పీతాంబర! రామచంద్ర! జలదశ్యామాంగ! విష్ణో! నిరా-\nమయ! లీలామనుజావతారధర! రామా! భక్తమందారమా!	true	[]	[]														pdy-v-00034		
pdy-mattebhamu-0094	mattebhamu	vruttamu	""	train	కిరిహంసాకృతులూని వెన్నుఁడును బంకేజాతగర్భుండు నీ\nచరణంబుల్ శిరము న్గనం దలఁచి నిచ్చల్భోగిలోకంబు పు-\nష్కరమార్గంబును రోసి కానక నిరాశం జెందుచో వారలం\nగరుణం బ్రోవవె లింగమూర్తివయి! భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00035		
pdy-mattebhamu-0108	mattebhamu	vruttamu	""	train	తలపోయన్ దిలజాలకాంతరమహాతైలంబు చందానఁ బు-\nసలలో దారము పోల్కి నాత్మమయతన్ సర్వాంతరస్థాయివై\nవిలసల్లీలల నిండియుండుకొను నిన్వీక్షంపఁగా నేర్చువా-\nరలె ధన్యుల్ గద ముజ్జగంబులను భర్గా! పార్వతీవల్లభా!	false	["seq"]	["seq"]	37	ూ	ు	shorten	0	19	బు	true	0	6	18	||	["న","బు"]	pdy-v-00036		
pdy-saardulamu-0043	saardulamu	vruttamu	""	train	ఆకుల్ మెక్కదె మేఁక? చెట్టుకొననొయ్యన్ వ్రేలదే పక్షి? పె-\nన్గాకుల్ గ్రుంకవె నీట? గాలిఁ గొనదే నాగంబు? బల్గొందుల\nన్ ఘూకం బుండదె? కోనలం దిరుగదే క్రోడంబు? నిన్గాంచిన\nన్ గాకిన్నింటను ముక్తి చేకుఱునె? భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00037		
pdy-mattebhamu-0112	mattebhamu	vruttamu	""	test	తరుణీశుంభదురోజకుంభములపై ధమ్మిల్లబంధంబుపైఁ\nగరమూలంబులపైఁ గపోలములపైఁ గందోయిపై మోముపై\nనిరతంబున్ విహరించు చిత్త మెపుడున్ నీయందొకప్డేనిఁ జే-\nర్పరుగా మూఢు లదేమిదుష్కృతమొ? భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00038		
pdy-mattebhamu-0114	mattebhamu	vruttamu	""	test	హరి దైవంబు విరించి సర్వభువనాధ్యక్షుండు బృందారకే-\nశ్వరుఁడాఢ్యుండు హుతాశనుండు పతి భాస్వంతుండు వేల్పండ్రు లో\nనరయ న్నేరరూగా ‘శివాత్పరతరం నాస్తీ’తివాక్యార్థ మే-\nకరణిం గోవిదులైరొ కాని మఱి! భర్గా! పార్వతీవల్లభా!	false	["seq"]	["seq"]	116	ు	ూ	lengthen	2	5	న్నేరరూగా	false	2	1	43	U|U	["న్నే","ర","రూ"]	pdy-v-00039		
pdy-mattebhamu-0116	mattebhamu	vruttamu	""	test	మిము సేవించుటచేతఁ గాదె చిరలక్ష్మీసంగతుల్ శౌరికి\nన్ నముచిద్వేషికి శాశ్వతస్థితమహానాకాధిపత్యంబు వా-\nగ్రమణీభర్త కశేషసృష్టిరచనాప్రావీణ్యమున్ గల్గె నీ\nక్రమ మజ్ఞుల్ గనలేరు గాని భువి భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00040		
pdy-mattebhamu-0123	mattebhamu	vruttamu	""	dev	ప్రజలం గాఱియఁబెట్టి పెట్టియల నర్థంబెప్పుడు న్నించుచు\nన్ ద్విజవిద్వత్కవివందిగాయకుల కేదే నొక్కటీలేక య-\nక్కజమొప్పం బలుమూలలం దిరుగు భూకాంతాంళికిం గీర్తిధ-\nర్మజయౌద్ధత్యము లేక్రియం గలుగు? భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00041		
pdy-mattebhamu-0126	mattebhamu	vruttamu	""	train	అకటా! జుత్తెఁడు పొట్టకై కృపణమర్త్యాధీశగేహాంగణా-\nవకరక్షోణిరజశ్ఛటావిరతసంవ్యాప్తాంగులై క్రుంగి నె-\nమ్మొకముల్ వెల్వెలఁబాఱ వ్రేలు దురదేమో యెందులం బోవనే-\nరక ధీమజ్జను లెంతబేలలొకొ! భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00042		
pdy-mattebhamu-0135	mattebhamu	vruttamu	""	dev	తులువ ల్పెట్ట భుజింపలేక ధనమెంతో నెమ్మదిం గూర్చి మూ-\nలల దట్టంబుగఁ బాఁతుకొన్న నృపతు ల్వాలెంబు నిర్మొహులై\nపలుచందంబులఁ గట్టి కొట్టి మిగుల న్బాధించి రోధించుచుం\nగల సొమ్మెల్ల హరించుచుండ్రు గద! భర్గా! పార్వతీవల్లభా!	false	["seq"]	["seq"]	97	ో	ొ	shorten	1	17	నిర్మొహులై	false	1	5	35	|U|	["బు","ని","ర్మొ"]	pdy-v-00043		
pdy-saardulamu-0056	saardulamu	vruttamu	""	dev	లోకానీకమునందు దుర్గుణులు కల్ముల్ గల్గియున్నప్డు ప-\nల్గాకుల్ దార్కొని మెల్లమెల్లనె దురాలాపంబులం గేరుచుం\nగైకొం డ్రెల్లపదార్థము ల్నిజమహో కార్కూఁతలం గ్రోల్చుచు-\nన్గాకు ల్వేములఁ జేరు చందమున భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00044		
pdy-saardulamu-0057	saardulamu	vruttamu	""	dev	పో! పొ! బాఁపఁడ! దోసె డూదలిడినం బోలేక పేరాసల-\nన్వాపోఁ జాగితివేమి! నీ సదువు తిర్నామంబులో! సుద్దులో\nభూపాళంబులొ లంకసత్తెలొ బలా బొల్ల్యావుపోట్లాటలో\nకా! పాటింపనటండ్రు బాలిశులు భర్గా! పార్వతీవల్లభా!	false	["seq"]	["seq"]	5	ో	ొ	shorten	0	1	పొ	true	0	0	0	U|U	["పో","పొ","బా"]	pdy-v-00045		
pdy-mattebhamu-0141	mattebhamu	vruttamu	""	test	ధరలో నెన్నఁగ శాలివాహనశకాబ్దంబు ల్దగ న్యామినీ-\nకరబాణాంగశశాంకసంఖ్యఁ జెలువై కన్పట్టు (సౌమ్యా)హ్వ- య\nస్ఫురదబ్దంబున నిమ్మహాశతక మేఁ బూర్ణంబు గావించి శ్రీ-\nకరలీల న్బుధులెన్న నీకిడితి భర్గా! పార్వతీవల్లభా!	true	[]	[]														pdy-v-00046		
pdy-champakamaala-0006	champakamaala	vruttamu	""	test	అవనివిభుండు నేరుపరియై చరియించినఁ గొల్చువార లె\nట్లవగుణు లైననేమి? పనులన్నియుఁ జేకుఱు వారిచేతనే;\nప్రవీమలనీతిశాలి యగు రాముని కార్యము మర్కటంబులే\nతవిలి యొనర్పవే జలధి దాఁటి సురారులఁ ద్రుంచి భాస్కరా!	false	["seq"]	["seq"]	98	ి	ీ	lengthen	2	1	ప్రవీమలనీతిశాలి	false	2	0	42	|U|	["ప్ర","వీ","మ"]	pdy-v-00047		
pdy-vutpalamaala-0005	vutpalamaala	vruttamu	""	train	ఆరయ నెంత నేరుపరియై చరియించిన వాని దాపున\nన్న్‌ గౌరవమొప్పఁగూర్చు నుపకారి మనుష్యుఁడు లేక మేలు చే\nకూరదదెట్లు; హత్తుగడ గూడునె; చూడఁ బదాఱువన్నె బం\nగారములోన నైన వెలిగారము కూడక యున్న భాస్కరా!	true	[]	[]														pdy-v-00048		
